,norm,cross_correlation,correlated_snr,chi2,snr_likelihood
39dc9288e3,3.4071868597125158e-19,0.0004749986662023751,1.698978588310718e-19,1.9982321692886178e-74,1.0
39e0720bcc,3.025997502356515e-19,-0.00012725922822541007,1.1455581442582611e-19,1.3032376882089267e-74,1.0
39e427d9c4,3.0866276817802034e-19,0.0001303619308197842,5.860295495314486e-20,1.412036604777968e-74,1.0
39e81a61a3,3.4867097707888977e-19,9.585968743487895e-05,6.783709065929256e-20,2.003700932060954e-74,1.0
39e9190fae,4.2248685674868026e-19,7.30322822356006e-05,7.554085617406285e-20,6.780984152313687e-74,1.0
39eaf0b9f5,3.23836889822158e-19,-6.603007370385535e-05,9.579957675272093e-20,1.8352614816436264e-74,1.0
39ebdfd797,3.679836937416903e-19,-0.00032924770025332013,2.2731652439881575e-19,2.6854500367332933e-74,1.0
39f1c3bb14,4.412604805887165e-19,-0.0002915097960079906,4.4628891360282675e-20,7.40112449252318e-74,1.0
39f37835f9,3.30443590843958e-19,-0.00023889183486402408,1.2306361761382778e-19,2.0517227247157827e-74,1.0
39f93db2c4,3.7241941470367776e-19,-5.888876335358877e-05,1.4753521637974834e-19,3.187632756556946e-74,1.0
39fcffc61d,3.404940910762459e-19,0.0001290725942744923,2.8558928846831054e-19,1.4883484534402235e-74,1.0
3a01e203cd,3.582115162989902e-19,0.00016130535874000666,1.8013985816588072e-19,2.3590915149047476e-74,1.0
3a028f6f8a,2.595069375178596e-19,-1.6272354978794263e-05,1.3105648006738331e-21,6.327373102655339e-75,1.0
3a038bcd48,3.552762690473278e-19,-9.560569313340972e-05,3.0759727312913755e-19,2.427880063077207e-74,1.0
3a073f10ca,2.679456766674774e-19,0.0003809701527892805,3.306087332681558e-19,6.002099528884989e-75,1.0
3a07ec85db,3.7680954460208043e-19,0.0003011496200807381,1.572703999861946e-19,3.147960851094279e-74,1.0
3a12b14489,4.0049327688073283e-19,0.0002260232819706686,1.1640256386085682e-19,4.51438086838266e-74,1.0
3a153b4baa,3.009938390316391e-19,-1.304012478232066e-05,8.99119009231922e-20,1.4350658104872885e-74,1.0
3a1c9fc403,3.297147245561423e-19,-0.0004754487788215329,2.2249930244449204e-19,1.895964294480721e-74,1.0
3a1e6702e5,3.291160969292177e-19,6.3088186287976e-05,9.878315323085396e-21,1.7413422943134868e-74,1.0
3a1f602ef1,3.9010776857394954e-19,6.688221102473634e-05,4.1771525194043794e-20,3.800240092891938e-74,1.0
3a21bbb705,3.1376354725606077e-19,6.498635265040145e-05,5.600789723992891e-20,1.6481855633376686e-74,1.0
3a237f26a5,5.316678597048047e-19,-5.35152097886681e-05,5.181209893216542e-20,1.6408379176381933e-73,1.0
3a32833d73,3.278217764091863e-19,-2.304158715025564e-06,9.665739266121395e-20,1.5674372726830101e-74,1.0
3a3545aef8,3.199687472529251e-19,3.421672227623551e-05,2.2864296728342856e-19,1.5228785125739197e-74,1.0
3a3e26aab3,4.22776599991007e-19,1.7226934950214126e-05,1.900826688904045e-19,5.810439891888545e-74,1.0
3a409f2d2f,3.3963645620881333e-19,0.00045142946994929486,5.369400692277767e-19,1.2368364534416192e-74,1.0
3a44456e56,3.7216522389822396e-19,0.00018505744561139918,2.5156781850446345e-19,2.9109328431178367e-74,1.0
3a44d64c4e,4.604872039761928e-19,-0.0005518829442887751,3.132317840272229e-19,6.739138491483314e-74,1.0
3a473f85cc,3.1901087699682197e-19,-0.00033777289879898567,1.1666253731649903e-19,1.7202205887277057e-74,1.0
3a4b1464e4,4.776909150430467e-19,0.00016144805848039554,1.8756996854757934e-19,9.89132745534881e-74,1.0
3a50006db6,3.377725176491471e-19,-0.0008043891172325932,4.604792470182512e-20,2.367279833756583e-74,1.0
3a500e7afa,4.088825994154232e-19,-0.00014297285029125087,1.6348656724141705e-19,4.838228886461954e-74,1.0
3a5023a4c0,3.5191357684906594e-19,-0.00019772005358058016,8.20121879858693e-20,2.2868501444037874e-74,1.0
3a52249b8b,4.395315929978189e-19,-0.00012314815652819859,1.4213411118045485e-21,6.683319193811755e-74,1.0
3a530c9a00,3.198171438026474e-19,5.486574733378371e-05,9.081440117049559e-20,1.4301621789568429e-74,1.0
3a584df210,3.882129619538491e-19,-0.00045834755347113373,1.6595571870903388e-19,3.688317032172411e-74,1.0
3a5c8dd809,4.443088788145635e-19,0.00020372816355104326,6.524109013132948e-20,7.025298745433946e-74,1.0
3a66c43437,4.0831372376742674e-19,-0.00042440850494454194,1.0673193785937846e-19,5.964139337894287e-74,1.0
3a674bd013,2.638193920770294e-19,0.00020861510297106133,1.386675895571742e-20,6.873544558093753e-75,1.0
3a6c0eac1f,4.1099328788683993e-19,0.0001844445681101097,2.5432291638540163e-19,4.7517818065387876e-74,1.0
3a71650b28,3.789128615521495e-19,8.877836631122495e-05,3.812615787098724e-19,2.6889835150172847e-74,1.0
3a71b3ffb5,3.737091907788066e-19,-0.00011313837735385465,1.1861206231528519e-20,2.9599796654316864e-74,1.0
3a732277a2,3.2712898236068177e-19,0.0001497495923097349,2.832844587384529e-20,1.5878516031067122e-74,1.0
3a7bb75564,3.389441470242317e-19,0.00020651910989108203,3.725344281741636e-20,2.214488021783372e-74,1.0
3a7bfdccbc,3.04503692444472e-19,7.875751612629649e-05,6.097882312890961e-20,1.2765598915443314e-74,1.0
3a7dae800a,3.8217172424669267e-19,-6.487086442402794e-05,4.130813542022216e-19,2.9329701868832183e-74,1.0
3a80e5aff8,2.8336234088581073e-19,9.214285626936871e-05,6.206954806894184e-20,8.488198560341415e-75,1.0
3a87d83811,3.49241725562758e-19,0.00012825891561856376,2.0871865191425473e-19,2.716215425303755e-74,1.0
3a8c28ec91,3.4635912483970284e-19,0.00010313433878851636,4.124697283006928e-20,2.818442730659135e-74,1.0
3a98b6f3bb,3.4303509749260846e-19,-0.00023681861503853334,8.272000134337041e-21,2.3999597172731318e-74,1.0
3a9cd9c516,3.3513728438191227e-19,-5.7318280588589455e-06,6.856601126950054e-20,1.9926001352512438e-74,1.0
3a9fa4a6a5,3.3849345505174843e-19,-0.0001029213972899531,1.0026943987170504e-19,2.178692877442285e-74,1.0
3a9ff5a760,4.663948531100506e-19,0.0003904707788327898,1.4256745180538414e-19,8.821786986893858e-74,1.0
3aa2918b7a,3.875938261691426e-19,-0.00016163380690969708,1.0822729920229813e-19,3.724935864931161e-74,1.0
3aa2f4ec68,2.984933151305837e-19,-0.00010151411503845246,8.224663067830895e-20,1.1810363690566194e-74,1.0
3aa41f4001,3.542861522775143e-19,-0.000267902370307849,1.6305468782090366e-21,2.6813054915091262e-74,1.0
3aa56aa9a2,4.3151043486785084e-19,7.885419474705122e-05,1.3700533097204467e-19,4.9084883979913646e-74,1.0
3aa65902a5,3.4859098539767305e-19,0.00010250336877144313,1.11353600565264e-19,2.400243171694205e-74,1.0
3aad844e9f,3.238777124890912e-19,0.0002220214059900223,4.263208191908751e-20,2.0730467699908602e-74,1.0
3aaeaeb1c8,3.7627671929382886e-19,-3.682440143749037e-05,7.626321427104903e-20,3.4313979632079466e-74,1.0
3aaeedf84c,4.534597661834422e-19,0.00018369886191555216,1.8132319266203627e-19,9.010618527627633e-74,1.0
3ab0176153,2.5500263325356335e-19,-0.0001611310471744696,2.6755365792962505e-19,4.685121681209206e-75,1.0
3ab416e8ea,3.1269494766560367e-19,-0.000208887399649265,1.4213726290112447e-19,1.5548025747426143e-74,1.0
3ab4a8a42c,4.0196448478015277e-19,-0.0002010487036931785,7.068877910366345e-20,5.467875190933846e-74,1.0
3abc3148f4,3.5781056870087493e-19,-1.3314127816342659e-05,4.329765213483588e-20,2.804044678098943e-74,1.0
3abd6d57fe,3.8199873507584247e-19,-0.00015561283423158132,1.3671280727369442e-19,3.7345871641280934e-74,1.0
3ac7a63351,3.25742073299042e-19,-0.0002969213105949416,3.2315515157224793e-19,1.584305799651303e-74,1.0
3ac827fed8,3.409871665446857e-19,-8.656232825231197e-05,5.4118459945823595e-20,2.2074028616308786e-74,1.0
3ac973b47c,3.8577032425308595e-19,0.0001211375344743063,5.698057597415994e-20,3.907910855131369e-74,1.0
3acb9fc768,3.5572920702579154e-19,0.00015764725407706298,2.8155818318957803e-19,2.3146547207006788e-74,1.0
3ad0074da7,3.606297872012661e-19,0.0004477083093321954,1.6199902797839276e-20,3.162462108245242e-74,1.0
3ad6ea4e73,3.2430729619314155e-19,0.00017634472898079193,1.6903298167530637e-19,1.6662454209800527e-74,1.0
3ad75ab9b6,3.444515648243119e-19,0.00047549053498081373,9.608862820955095e-20,2.1392108906710893e-74,1.0
3ad7fe2352,2.718735028356354e-19,-7.097605241790168e-05,1.6774480072913602e-19,7.999219524026096e-75,1.0
3adee32f0a,2.800728366339928e-19,0.0003652841649184798,1.6736451413272998e-19,6.981630651877049e-75,1.0
3ae025f802,3.5991804887256874e-19,7.820544047780981e-05,4.408508351961597e-21,2.9703863476216355e-74,1.0
3ae0641f31,2.979313366766402e-19,-0.0003618648253825108,2.9213638037854165e-19,1.020053092919863e-74,1.0
3ae11d351d,2.6964207240127967e-19,8.911805146391437e-05,3.5264040092214036e-19,4.62448751972116e-75,1.0
3ae40486a2,3.870723484147437e-19,0.0002190061421101373,6.266773991016287e-19,2.174905753114156e-74,1.0
3ae4e00cba,3.275811400724638e-19,-0.0005563353115291934,1.779307327771156e-19,1.924534438358313e-74,1.0
3ae82d1064,3.6647414728368248e-19,0.00019542973421740592,1.5599266126486097e-19,3.19765659578966e-74,1.0
3aedbc34f7,3.422844026243925e-19,-5.4575080681165286e-05,1.567720828708364e-19,2.1089315149471036e-74,1.0
3af04fdf36,2.5757644148295705e-19,0.0002527250579682072,1.1476233705687872e-20,6.830563519312901e-75,1.0
3af3275892,2.7121189448760084e-19,-0.00017221595622516681,2.902110040425114e-19,7.579972133333979e-75,1.0
3afb318e8d,3.538116387818174e-19,-0.0003466714741034983,3.5337876323913466e-19,2.442341628448629e-74,1.0
3b026bf1ad,3.8598746900404765e-19,-0.00014542026765566966,4.2019959252052007e-19,3.0886003999576e-74,1.0
3b03e7386e,2.909172933358907e-19,-3.317689176482275e-05,1.8117197305113864e-19,1.017746335517358e-74,1.0
3b062cbadf,4.2010868028224996e-19,0.0002931480562064204,7.930319148624249e-20,5.292726194322968e-74,1.0
3b12eccdc0,3.429017736170403e-19,7.0338354720585844e-06,8.971957194133812e-20,2.950757219302239e-74,1.0
3b1401d28a,3.082434392853395e-19,-0.00022923115527349723,9.247331205201184e-20,1.4959467578595897e-74,1.0
3b14bbeefb,3.3446411894821627e-19,-0.00011190856502003136,2.532886767715193e-19,1.849193059844569e-74,1.0
3b15b98bf6,3.4215272844347535e-19,0.0004911675112286953,2.1300074336250483e-19,2.16427292720043e-74,1.0
3b1af4a490,3.74181807297988e-19,5.3003312162876874e-05,5.2796833533164567e-20,3.769471386277492e-74,1.0
3b1b7eab7e,3.769406897057858e-19,-0.0001202280101627753,3.131825817636675e-19,3.460598571043422e-74,1.0
3b213ba24e,3.689674176325448e-19,3.772347896635311e-07,2.7441155647301715e-20,2.6942478192904346e-74,1.0
3b24639125,3.031775766565958e-19,-0.00018664759295742482,2.7241959083066745e-19,1.1038507423343781e-74,1.0
3b2a6c2e95,3.2522238899127e-19,-4.0701851956141494e-05,5.636871837240233e-19,1.0494349908867957e-74,1.0
3b2e3242cf,2.482422223362477e-19,-0.0005331260900304233,1.4860122577808907e-19,4.969485580564706e-75,1.0
3b31e687d3,3.769535688013064e-19,5.7266228093773195e-05,1.6846477729921598e-19,3.0683415751339225e-74,1.0
3b33dd71d1,4.619560132953607e-19,-0.0005743563512516953,4.806189093189679e-19,6.323144358053715e-74,1.0
3b34ceb5b1,3.350246823185121e-19,-7.636655761904825e-05,7.229946102406811e-20,2.0111564111565873e-74,1.0
3b3531f1fe,3.1194719241158953e-19,-0.00014414592023597684,1.2854111326626207e-19,1.5858652181854931e-74,1.0
3b369d02cf,3.1999946952950633e-19,0.000521178388648431,1.0517904024506923e-19,1.6736328591896629e-74,1.0
3b3a975215,2.697196122777947e-19,0.0005291399455170315,3.238363860336335e-19,6.198259127243924e-75,1.0
3b3ac30a17,4.757755185955513e-19,2.1594103397898296e-05,2.2495761282112483e-19,9.93633324428364e-74,1.0
3b3cb5d2bf,3.457943777045092e-19,8.786720056598978e-05,2.8557678765596276e-19,2.4085403901600834e-74,1.0
3b3cf27292,3.340145997040323e-19,-5.597659522881561e-05,2.5255915556205827e-19,1.9262572796843494e-74,1.0
3b3d94611b,3.311923862335483e-19,-0.0002548127863254771,7.725426381516261e-20,1.860043873896184e-74,1.0
3b3ddf0c4d,2.8157018765607994e-19,-9.251927658119394e-05,2.769947742368693e-20,9.544919061578141e-75,1.0
3b3ea2680a,3.0142341383252305e-19,-0.0003006031079799765,2.4090438802195277e-19,1.308818458575191e-74,1.0
3b3eb45354,2.9953924104840336e-19,0.0001922927821759918,1.55629110636913e-19,1.341998750243893e-74,1.0
3b414331fd,3.1755638000465517e-19,0.00020114851026310066,6.075163073000104e-20,1.8774879250456176e-74,1.0
3b416dd946,4.367396028594673e-19,-0.0003529438800234874,1.5619462011147313e-19,6.833990803186485e-74,1.0
3b4224b471,3.4676967429799504e-19,4.0679903350332934e-05,9.520110203776174e-20,2.331432886020478e-74,1.0
3b45c6b7fc,3.5321738321265348e-19,0.0001177628566452044,2.8962211203729043e-19,2.494683640854135e-74,1.0
3b46c07e86,4.512607974241799e-19,9.002623623457801e-05,1.928141968493039e-19,7.0349505504251354e-74,1.0
3b4b574a62,4.022405397009055e-19,-0.0002450578080467512,7.956301353282822e-19,2.702927699434031e-74,1.0
3b4d7ce398,3.8338401989056225e-19,0.00034700908534693515,1.8513455477363267e-19,2.9555023432083138e-74,1.0
3b54ed537b,3.231623913252603e-19,4.110009754660966e-05,4.363993476264137e-19,1.142167241573382e-74,1.0
3b5c188a6e,4.407409123367937e-19,0.0002906400955811507,4.821580076359557e-20,8.11471540791614e-74,1.0
3b61e73536,4.759267598379959e-19,-0.00011532387354707102,1.114000657531315e-19,1.313522133608737e-73,1.0
3b65aec9fb,2.365128956671039e-19,9.235380631028117e-05,1.3502900714489902e-19,3.99008413781327e-75,1.0
3b67036813,3.716360724103747e-19,0.0002580670311003088,1.7892331005429787e-19,3.768035758466105e-74,1.0
3b692f730f,3.0155471661344877e-19,-3.437484698917421e-05,1.9930404474592286e-20,1.1626164219292002e-74,1.0
3b6b5746c1,2.6759178703358264e-19,0.0002666910800105343,6.868703006301424e-20,8.028181322710511e-75,1.0
3b6fd8f6fe,3.4441492923144537e-19,-3.279006927820883e-05,3.9045680244033447e-19,2.1690863933294517e-74,1.0
3b70aca962,4.246039405448682e-19,0.00018219951660761725,2.292965507017236e-21,6.94253944024203e-74,1.0
3b7164e531,3.401568195207927e-19,-8.867169132324119e-05,1.3834509178397877e-19,1.945057421737006e-74,1.0
3b762642d0,2.9122538722146275e-19,-0.0002921232364338314,7.118968880179034e-20,1.3627115027557909e-74,1.0
3b79336f4e,3.6318567061606843e-19,0.00019202628443818636,1.8111843547151982e-19,2.8685718669868088e-74,1.0
3b8183597b,3.011733382471879e-19,-0.00015352756442497134,8.19707966281091e-21,1.245411987112641e-74,1.0
3b851e6770,3.968991738196346e-19,4.244827843581863e-05,6.487206173745905e-19,2.513747475912805e-74,1.0
3b8664f4ba,3.037882590371936e-19,-2.4052646818075656e-06,1.033491111233669e-19,1.2273004090963597e-74,1.0
3b8fc512ed,3.2036726422189683e-19,3.875503571614774e-05,2.220653527293686e-19,1.620520360459976e-74,1.0
3b92604e06,3.7264534734986867e-19,0.0004585547342492705,1.9781089138535338e-19,3.1292604140604588e-74,1.0
3b97821057,3.6278018611812143e-19,-0.0002607122625949098,2.714646945959928e-19,3.361617295185795e-74,1.0
3b97a14e28,3.7687332518409307e-19,-4.3552276617656636e-05,3.0323606115334483e-19,2.7747055702476797e-74,1.0
3b9cf22eda,3.5229889651909244e-19,6.549158932715796e-05,5.635998117943599e-21,2.7906303081049523e-74,1.0
3ba6a98755,3.613974396017969e-19,0.0004624104854791308,2.686370480580882e-19,3.0370083900372928e-74,1.0
3bac48cf0d,4.425962850206954e-19,-7.156075927541085e-05,1.7870829316324432e-19,5.928538300914546e-74,1.0
3bade2fba1,3.487800884903673e-19,1.1081078719993929e-05,1.0460023358144446e-19,1.9500101040306316e-74,1.0
3bae6508fe,3.4603069604884684e-19,0.0004903673617603013,8.412425981594529e-20,2.6061175845040103e-74,1.0
3baea8058e,3.6877173494922147e-19,0.00033277116397940106,1.143439982367799e-19,2.9416477182816737e-74,1.0
3bafc09d83,4.0209902205748915e-19,0.0007379578344539886,2.294735257194553e-20,4.819936172643115e-74,1.0
3bb5bda002,2.6154242485824756e-19,-6.021665418472849e-05,2.601557153577487e-20,7.420911697495392e-75,1.0
3bb61bf7a5,3.8841338063428827e-19,0.0002137494544707965,1.3396182650823744e-19,3.5626309294338515e-74,1.0
3bbf5fc8a4,3.396139827466514e-19,-0.0002406846471706326,5.315933116341204e-22,2.5041542432253554e-74,1.0
3bbfdbc77d,3.328655520489636e-19,7.628515770006331e-05,3.925502096008014e-20,2.1427941188331686e-74,1.0
3bc0504fb1,3.080049115212857e-19,6.363126034927763e-05,8.877406888540413e-20,1.3593824289046537e-74,1.0
3bc14a8aa4,2.9357714286316217e-19,0.0003477727801055094,9.845520162064106e-20,1.191891172362209e-74,1.0
3bc2a47e5c,4.339555052712768e-19,-0.0004086554515964886,9.828936577079665e-20,6.412956968762793e-74,1.0
3bc315acd1,3.796679335989499e-19,0.0006863459697143439,1.3630222345145251e-19,4.293738467041966e-74,1.0
3bc788e0b4,3.226096109713544e-19,0.00011431651168049731,6.659146081091485e-20,1.7006003233591492e-74,1.0
3bc8dc3b0f,3.648427350122422e-19,9.296249196555043e-05,6.798305231670356e-20,2.7615651331473253e-74,1.0
3bd4b2bff4,4.0581676752638307e-19,-0.00032337713399460737,4.186606716525087e-20,5.7018965457262156e-74,1.0
3bd5406bfe,2.989258274241069e-19,-8.416364273634338e-05,1.8143268821566326e-20,1.2160169542178676e-74,1.0
3bdbbcac21,3.2512208754397185e-19,0.0005730899180659196,1.3150395432736503e-19,1.5436825706644957e-74,1.0
3bdbd04a50,3.962059816482896e-19,0.0003827117201957202,1.7192229389126757e-19,4.4819216300600706e-74,1.0
3be0a256cc,3.193774195646142e-19,0.000122251394317894,5.808667005076119e-20,1.535763067958962e-74,1.0
3be7241f88,3.60150120211526e-19,-0.00017018845992698055,4.2976008891047143e-19,2.4144672032454527e-74,1.0
3be7625fce,3.428300956272058e-19,-6.414661149684894e-05,1.8175469674851357e-19,2.6808809874180815e-74,1.0
3be9420b43,3.5322411786374137e-19,0.0002834152804724527,1.974632774688558e-19,2.282762245485639e-74,1.0
3beb84e7e0,3.870365060343865e-19,-0.00012552514666592024,9.099651497943999e-20,3.556196834651498e-74,1.0
3bf45afd75,2.7449684795576465e-19,-0.0001103723626172993,2.926769966836735e-20,9.106433310982276e-75,1.0
3bfcd3eeea,3.1658537897866704e-19,0.0003311523945652782,4.084852690414428e-21,1.4360987934033511e-74,1.0
3c001509b4,3.232650903423008e-19,0.0002241642709804832,3.295220696213823e-20,1.682200862507935e-74,1.0
3c0357031f,3.3620995676700047e-19,-0.0003254882126118594,2.3380444678721987e-20,1.8818539040209982e-74,1.0
3c08c7c937,2.891422301071155e-19,0.0001586234896676683,7.880118649965986e-20,9.658830988095692e-75,1.0
3c0c64b335,3.50134984695908e-19,-3.475245212587584e-05,4.380972636511361e-19,1.5831919701079598e-74,1.0
3c0f51cd58,3.368991024410615e-19,0.0004623886487155544,1.6016024785991375e-19,1.836233043585225e-74,1.0
3c13ef522b,3.2408162323079717e-19,-0.00022011728673041784,1.1593337927159393e-19,1.971724293974845e-74,1.0
3c14899e78,3.4290509035621816e-19,-0.00015487557393249586,1.4144386121141396e-19,2.6090765055254923e-74,1.0
3c18010f48,3.1585725163440916e-19,-6.654592243456067e-05,1.2766225280324644e-19,1.5777828070686176e-74,1.0
3c1b3dfc08,2.7619613430435e-19,-0.0003603218421599723,9.705539410794937e-20,9.538645885107834e-75,1.0
3c21f344f9,3.430185737848302e-19,0.0001681286973648752,2.7027809558358736e-19,1.8362695474102283e-74,1.0
3c226b9af1,3.031525303893046e-19,0.0001897662408611906,1.971000572726626e-20,1.4291590040365224e-74,1.0
3c25d1e5f8,3.2866554693678313e-19,-0.0003766950629575255,9.849260599977799e-20,2.0970604165348668e-74,1.0
3c2933a3cd,4.0725663720607125e-19,0.0007997240769558488,1.721117894899016e-19,4.849157891861332e-74,1.0
3c2a933bd5,3.6867851235950025e-19,-7.38317424173895e-05,3.030722496621755e-20,2.816567679344002e-74,1.0
3c2c591cb3,3.96601860243856e-19,-8.462924208447124e-05,1.5475972897398535e-19,3.8982513242986006e-74,1.0
3c327736c8,2.873272912548577e-19,0.00033775151833748113,1.023207463004505e-19,1.0515872854331754e-74,1.0
3c34de3e9e,3.671390556558053e-19,-0.00011019554226442662,6.981807355853913e-20,3.0956694171563753e-74,1.0
3c34e3c1b3,3.5643892304698064e-19,-4.3373443604986606e-05,1.531369507648293e-19,4.091470312649376e-74,1.0
3c38f7a428,3.084890233735027e-19,-0.0004280122364964166,3.024860300282036e-20,1.526479517403205e-74,1.0
3c42b4e4e5,2.89749136253565e-19,2.5002348421559652e-05,1.935237575441089e-19,9.065313269037212e-75,1.0
3c42d8a8e5,3.558167341842317e-19,-0.00018455730203870382,1.0237807930272263e-19,2.9720631904715697e-74,1.0
3c43ec8ae7,3.194334651647793e-19,3.5692556260902076e-05,1.403122924636334e-20,1.5434379828149978e-74,1.0
3c44e15b8d,2.3114179339628143e-19,0.00012609793773509613,8.285548959888601e-21,4.2520980475260106e-75,1.0
3c4a346ec4,3.6995938256852277e-19,-0.00029783092611406105,1.8029623350701284e-19,3.178383434093233e-74,1.0
3c4b532e59,2.9443248081495177e-19,0.0002612743360594738,1.9205268746070213e-19,1.0463243838223442e-74,1.0
3c4bfd3ef1,3.6477469387421544e-19,-3.301514988933983e-05,5.2623812693411843e-20,2.6735917971165842e-74,1.0
3c4c0efb2b,2.7046193072989284e-19,0.0008239198297935362,1.2208069434443313e-19,7.036392673766365e-75,1.0
3c4dfb612e,3.9272945387551967e-19,-0.000242370067722127,2.4053111507738206e-19,3.650721584247432e-74,1.0
3c4e3b1ff1,3.8359494271363766e-19,0.00011434932144675861,2.579334827772698e-19,3.56502574886062e-74,1.0
3c4eb5411d,3.593585805846696e-19,0.00023921893327662368,9.384478299551034e-20,2.7933191608463324e-74,1.0
3c59debccc,3.1329888320869613e-19,-6.360940669271105e-05,5.764508347485528e-20,1.289794525650656e-74,1.0
3c5c8321c9,2.7566029396450776e-19,0.00034630375794589307,9.169056820467528e-20,1.1387880689972317e-74,1.0
3c602cf190,2.9675034186571594e-19,0.0003126441544087348,3.861411881089241e-19,1.0589714256644971e-74,1.0
3c63b7a9af,3.398820876604432e-19,0.000849762252995084,2.213968131971834e-19,2.1034266091199372e-74,1.0
3c63cfe89c,3.414852650244183e-19,-0.0004964016750059635,8.493032975420647e-20,2.5013834747661342e-74,1.0
3c64f8a2df,3.3777843237208396e-19,-0.0001283359631264851,1.541508144260921e-19,1.924111661449622e-74,1.0
3c654a34ab,3.408972551062601e-19,-0.00025853313820738306,2.3545286469778377e-19,2.270986334720273e-74,1.0
3c6593cb44,3.332590251144841e-19,-0.0003034641962126794,1.2977439996923433e-19,1.868923394426615e-74,1.0
3c6bca5e56,2.849579463828549e-19,0.00037253311974310484,1.2193271546360688e-19,1.0014902080384186e-74,1.0
3c6e106858,3.5099476601314396e-19,0.000202715688382581,5.8591817962382016e-21,2.4409710541497278e-74,1.0
3c7bd6c430,3.667246510573825e-19,-5.9661260578532896e-05,4.2002553383839928e-19,2.751261765470368e-74,1.0
3c7c31358b,2.996601588251031e-19,-0.00032813930883808534,1.259004490258529e-19,1.2864945267307133e-74,1.0
3c7c7b3708,3.009892022039762e-19,0.00015531390332947353,1.935068492596428e-19,9.795100381355373e-75,1.0
3c8024cd32,2.6148353328103956e-19,-0.00022615013610544736,7.08902151499048e-20,7.375668884853199e-75,1.0
3c81b190b7,4.054740380605649e-19,0.0004206741129315543,1.685430412682136e-19,5.419715220816925e-74,1.0
3c84f3cb01,3.8197422100425207e-19,-7.421822906390163e-06,1.5257519729905148e-19,3.7193760092438735e-74,1.0
3c8aa7ea60,3.9815842168830356e-19,0.0003209964221175807,2.567272778685564e-19,4.204891918024664e-74,1.0
3c8e34c6b3,3.1690096929952254e-19,-0.0004562350629202887,1.853867335145515e-19,1.4847951711211922e-74,1.0
3c93634847,3.170367205921083e-19,0.00010793483415030735,4.7622779962160484e-20,1.6135660741157872e-74,1.0
3c9cb76752,3.6598218409690615e-19,6.915846265812328e-05,1.8434287727373168e-19,3.072445340422566e-74,1.0
3c9e823b69,2.8049233170426986e-19,-6.287211703114028e-05,1.3831096863855959e-19,9.324528270496946e-75,1.0
3ca1d0f6a1,4.065792825098292e-19,2.074848765185096e-05,3.33011049805982e-19,4.434880484952142e-74,1.0
3ca25cea57,2.8016107662631197e-19,-0.0002040742547498999,3.14916926075347e-20,9.211862317840117e-75,1.0
3ca325baa6,2.888130315439404e-19,0.00010804993481380619,2.0914434976265596e-19,1.0264117610348342e-74,1.0
3ca5ae4894,3.372052412925775e-19,-8.571921447277958e-05,1.7126172172832842e-19,2.1291105402837742e-74,1.0
3ca69ce075,3.923176133395137e-19,5.521957874440775e-05,7.90726304809035e-20,4.1059139166901006e-74,1.0
3ca7b2053d,2.804099750833858e-19,0.0003260628767228813,1.5356865572272505e-19,8.705203099849517e-75,1.0
3cac2a61c4,2.6919477080525997e-19,-0.00024233909758985156,2.366818379343554e-19,7.039580508296816e-75,1.0
3caeaa8c5b,3.2775899043505424e-19,-8.564724998180104e-05,9.813195487720695e-20,1.997804875193301e-74,1.0
3cb0a4f4e4,3.2917561912424423e-19,-3.5513272869748265e-05,2.7539877824380225e-20,1.7349917406198488e-74,1.0
3cb3bfe513,3.1578303577756855e-19,-0.0003681401405880826,3.81756832984783e-19,1.2950196598182046e-74,1.0
3cb43a8e5b,4.0004323394613093e-19,-0.0001138692913287823,7.583039967060964e-20,4.913149441036142e-74,1.0
3cb75b16b9,3.953682277142095e-19,-0.0004817364223390972,2.225689677395707e-19,4.370106449465253e-74,1.0
3cb7ab0034,4.1166055535140347e-19,-0.0002279550134927889,8.624539278125419e-19,2.0806413445954194e-74,1.0
3cbd1a0f17,3.620640031443297e-19,-0.00010746630483194024,2.7755049498749977e-19,2.4714565918347446e-74,1.0
3cbdb4d481,3.2641785745613116e-19,-0.00024455747168199415,8.747047618859143e-22,1.9573062326235155e-74,1.0
3cc0683e2f,3.227585653040693e-19,0.0004879943560418363,3.022243936271182e-19,1.6187741593181578e-74,1.0
3cc2b0090d,3.321145802629505e-19,-0.000244483448545126,1.8260740381067707e-19,1.84827669814614e-74,1.0
3cc421f44b,2.522889558776022e-19,-7.224906119520426e-05,6.574639349412009e-20,5.780578632290326e-75,1.0
3cc575536d,4.1703015486160147e-19,-0.00032257844006031963,2.7933791465738535e-19,5.307590064142234e-74,1.0
3cd2c7d7c6,3.4912465131641386e-19,-0.0004561483812967879,3.1016146214020937e-19,2.4515922042841583e-74,1.0
3cd46ee67d,3.137130436214451e-19,9.136072230745481e-05,1.3392257565786103e-19,1.434299860691246e-74,1.0
3cdb386ee4,2.8589038782534897e-19,0.00040869403417644187,2.357704010176972e-19,9.26191797791779e-75,1.0
3cde2c0ff9,3.8984775505036477e-19,0.00011927646011035181,1.5351991315106748e-19,3.487990122992117e-74,1.0
3cef075af7,4.2008550203366626e-19,0.00015320367406709931,2.1342957305431856e-19,4.671020342843225e-74,1.0
